,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,area_name,total_cases,area_code,tot_mobility
4248,2020-03-26,-67.0,-18.0,45.0,-73.0,-77.0,35.0,Lewisham,4842,E09000023,-58.75
4249,2020-03-27,-68.0,-21.0,22.0,-70.0,-77.0,36.0,Lewisham,4842,E09000023,-59.0
4250,2020-03-30,-69.0,-29.0,-12.0,-74.0,-79.0,34.0,Lewisham,4842,E09000023,-62.75
4251,2020-03-31,-68.0,-23.0,26.0,-73.0,-79.0,34.0,Lewisham,4842,E09000023,-60.75
4252,2020-04-01,-68.0,-25.0,22.0,-74.0,-79.0,35.0,Lewisham,4842,E09000023,-61.5
4253,2020-04-02,-69.0,-22.0,34.0,-75.0,-80.0,36.0,Lewisham,4842,E09000023,-61.5
4254,2020-04-03,-69.0,-23.0,38.0,-71.0,-79.0,37.0,Lewisham,4842,E09000023,-60.5
4255,2020-04-06,-67.0,-26.0,26.0,-73.0,-79.0,33.0,Lewisham,4842,E09000023,-61.25
4256,2020-04-07,-67.0,-21.0,68.0,-72.0,-80.0,34.0,Lewisham,4842,E09000023,-60.0
4257,2020-04-08,-66.0,-20.0,39.0,-73.0,-79.0,35.0,Lewisham,4842,E09000023,-59.5
4258,2020-04-09,-62.0,-7.0,60.0,-72.0,-80.0,34.0,Lewisham,4842,E09000023,-55.25
4259,2020-04-10,-72.0,-23.0,61.0,-75.0,-86.0,39.0,Lewisham,4842,E09000023,-64.0
4260,2020-04-13,-74.0,-36.0,39.0,-80.0,-88.0,37.0,Lewisham,4842,E09000023,-69.5
4261,2020-04-14,-65.0,-21.0,48.0,-72.0,-79.0,34.0,Lewisham,4842,E09000023,-59.25
4262,2020-04-15,-64.0,-20.0,62.0,-72.0,-78.0,34.0,Lewisham,4842,E09000023,-58.5
4263,2020-04-16,-67.0,-19.0,52.0,-73.0,-78.0,35.0,Lewisham,4842,E09000023,-59.25
4264,2020-04-17,-70.0,-23.0,2.0,-72.0,-77.0,37.0,Lewisham,4842,E09000023,-60.5
4265,2020-04-20,-63.0,-22.0,71.0,-71.0,-77.0,32.0,Lewisham,4842,E09000023,-58.25
4266,2020-04-21,-64.0,-20.0,81.0,-71.0,-77.0,33.0,Lewisham,4842,E09000023,-58.0
4267,2020-04-22,-64.0,-18.0,90.0,-71.0,-76.0,34.0,Lewisham,4842,E09000023,-57.25
4268,2020-04-23,-63.0,-15.0,100.0,-72.0,-76.0,34.0,Lewisham,4842,E09000023,-56.5
4269,2020-04-24,-65.0,-17.0,73.0,-68.0,-75.0,35.0,Lewisham,4842,E09000023,-56.25
4270,2020-04-27,-62.0,-21.0,61.0,-70.0,-75.0,32.0,Lewisham,4842,E09000023,-57.0
4271,2020-04-28,-70.0,-29.0,-41.0,-74.0,-77.0,35.0,Lewisham,4842,E09000023,-62.5
4272,2020-04-29,-65.0,-19.0,19.0,-71.0,-76.0,34.0,Lewisham,4842,E09000023,-57.75
4273,2020-04-30,-66.0,-16.0,6.0,-73.0,-76.0,34.0,Lewisham,4842,E09000023,-57.75
4274,2020-05-01,-65.0,-13.0,33.0,-68.0,-74.0,35.0,Lewisham,4842,E09000023,-55.0
4275,2020-05-04,-59.0,-15.0,92.0,-68.0,-74.0,31.0,Lewisham,4842,E09000023,-54.0
4276,2020-05-05,-61.0,-13.0,85.0,-68.0,-75.0,32.0,Lewisham,4842,E09000023,-54.25
4277,2020-05-06,-60.0,-9.0,108.0,-69.0,-74.0,32.0,Lewisham,4842,E09000023,-53.0
4278,2020-05-07,-58.0,1.0,123.0,-67.0,-74.0,31.0,Lewisham,4842,E09000023,-49.5
4279,2020-05-08,-65.0,-13.0,139.0,-70.0,-82.0,35.0,Lewisham,4842,E09000023,-57.5
4280,2020-05-11,-60.0,-17.0,36.0,-68.0,-73.0,31.0,Lewisham,4842,E09000023,-54.5
4281,2020-05-12,-59.0,-13.0,96.0,-65.0,-73.0,31.0,Lewisham,4842,E09000023,-52.5
4282,2020-05-13,-62.0,-14.0,54.0,-68.0,-73.0,32.0,Lewisham,4842,E09000023,-54.25
4283,2020-05-14,-59.0,-7.0,92.0,-68.0,-73.0,32.0,Lewisham,4842,E09000023,-51.75
4284,2020-05-15,-58.0,-7.0,131.0,-63.0,-71.0,32.0,Lewisham,4842,E09000023,-49.75
4285,2020-05-18,-51.0,-9.0,167.0,-63.0,-71.0,28.0,Lewisham,4842,E09000023,-48.5
4286,2020-05-19,-53.0,-5.0,200.0,-63.0,-72.0,29.0,Lewisham,4842,E09000023,-48.25
4287,2020-05-20,-52.0,-1.0,205.0,-63.0,-71.0,29.0,Lewisham,4842,E09000023,-46.75
4288,2020-05-21,-53.0,3.0,177.0,-64.0,-71.0,30.0,Lewisham,4842,E09000023,-46.25
4289,2020-05-22,-55.0,0.0,118.0,-60.0,-69.0,30.0,Lewisham,4842,E09000023,-46.0
4290,2020-05-25,-52.0,-12.0,297.0,-67.0,-82.0,28.0,Lewisham,4842,E09000023,-53.25
4291,2020-05-26,-50.0,-2.0,174.0,-61.0,-70.0,28.0,Lewisham,4842,E09000023,-45.75
4292,2020-05-27,-51.0,-2.0,162.0,-62.0,-70.0,29.0,Lewisham,4842,E09000023,-46.25
4293,2020-05-28,-50.0,4.0,191.0,-61.0,-70.0,29.0,Lewisham,4842,E09000023,-44.25
4294,2020-05-29,-52.0,1.0,187.0,-57.0,-68.0,29.0,Lewisham,4842,E09000023,-44.0
4295,2020-06-01,-47.0,-2.0,167.0,-58.0,-66.0,26.0,Lewisham,4842,E09000023,-43.25
4296,2020-06-02,-50.0,-2.0,195.0,-57.0,-67.0,26.0,Lewisham,4842,E09000023,-44.0
4297,2020-06-03,-55.0,-9.0,49.0,-61.0,-67.0,29.0,Lewisham,4842,E09000023,-48.0
4298,2020-06-04,-53.0,-1.0,75.0,-62.0,-67.0,29.0,Lewisham,4842,E09000023,-45.75
4299,2020-06-05,-55.0,-4.0,63.0,-57.0,-66.0,29.0,Lewisham,4842,E09000023,-45.5
4300,2020-06-08,-49.0,-6.0,101.0,-59.0,-66.0,26.0,Lewisham,4842,E09000023,-45.0
4301,2020-06-09,-49.0,-5.0,153.0,-59.0,-66.0,27.0,Lewisham,4842,E09000023,-44.75
4302,2020-06-10,-55.0,-11.0,30.0,-62.0,-66.0,29.0,Lewisham,4842,E09000023,-48.5
4303,2020-06-11,-51.0,-2.0,81.0,-62.0,-66.0,29.0,Lewisham,4842,E09000023,-45.25
4304,2020-06-12,-52.0,-2.0,77.0,-58.0,-64.0,29.0,Lewisham,4842,E09000023,-44.0
4305,2020-06-15,-34.0,-1.0,132.0,-54.0,-63.0,24.0,Lewisham,4842,E09000023,-38.0
4306,2020-06-16,-37.0,0.0,159.0,-55.0,-64.0,25.0,Lewisham,4842,E09000023,-39.0
4307,2020-06-17,-44.0,-7.0,66.0,-58.0,-64.0,27.0,Lewisham,4842,E09000023,-43.25
4308,2020-06-18,-42.0,4.0,87.0,-58.0,-65.0,27.0,Lewisham,4842,E09000023,-40.25
4309,2020-06-19,-42.0,4.0,107.0,-51.0,-62.0,26.0,Lewisham,4842,E09000023,-37.75
4310,2020-06-22,-34.0,-1.0,200.0,-53.0,-64.0,23.0,Lewisham,4842,E09000023,-38.0
4311,2020-06-23,-37.0,4.0,214.0,-52.0,-64.0,23.0,Lewisham,4842,E09000023,-37.25
4312,2020-06-24,-38.0,5.0,204.0,-53.0,-62.0,23.0,Lewisham,4842,E09000023,-37.0
4313,2020-06-25,-38.0,11.0,217.0,-53.0,-63.0,22.0,Lewisham,4842,E09000023,-35.75
4314,2020-06-26,-42.0,7.0,170.0,-48.0,-62.0,23.0,Lewisham,4842,E09000023,-36.25
4315,2020-06-29,-37.0,-2.0,98.0,-54.0,-63.0,23.0,Lewisham,4842,E09000023,-39.0
4316,2020-06-30,-41.0,-2.0,65.0,-55.0,-63.0,25.0,Lewisham,4842,E09000023,-40.25
4317,2020-07-01,-37.0,-1.0,82.0,-54.0,-62.0,24.0,Lewisham,4842,E09000023,-38.5
4318,2020-07-02,-40.0,2.0,88.0,-56.0,-62.0,25.0,Lewisham,4842,E09000023,-39.0
4319,2020-07-03,-39.0,5.0,117.0,-47.0,-61.0,23.0,Lewisham,4842,E09000023,-35.5
4320,2020-07-06,-29.0,-4.0,116.0,-51.0,-62.0,21.0,Lewisham,4842,E09000023,-36.5
4321,2020-07-07,-31.0,-4.0,117.0,-51.0,-62.0,22.0,Lewisham,4842,E09000023,-37.0
4322,2020-07-08,-34.0,-5.0,41.0,-55.0,-61.0,24.0,Lewisham,4842,E09000023,-38.75
4323,2020-07-09,-33.0,0.0,73.0,-54.0,-61.0,23.0,Lewisham,4842,E09000023,-37.0
4324,2020-07-10,-32.0,1.0,112.0,-45.0,-59.0,21.0,Lewisham,4842,E09000023,-33.75
4325,2020-07-13,-27.0,-2.0,136.0,-51.0,-60.0,20.0,Lewisham,4842,E09000023,-35.0
4326,2020-07-14,-30.0,-4.0,112.0,-51.0,-61.0,21.0,Lewisham,4842,E09000023,-36.5
4327,2020-07-15,-26.0,-3.0,94.0,-52.0,-59.0,22.0,Lewisham,4842,E09000023,-35.0
4328,2020-07-16,-25.0,2.0,125.0,-54.0,-59.0,21.0,Lewisham,4842,E09000023,-34.0
4329,2020-07-17,-24.0,1.0,179.0,-44.0,-57.0,18.0,Lewisham,4842,E09000023,-31.0
4330,2020-07-20,-22.0,-2.0,171.0,-49.0,-59.0,19.0,Lewisham,4842,E09000023,-33.0
4331,2020-07-21,-23.0,-4.0,155.0,-47.0,-60.0,20.0,Lewisham,4842,E09000023,-33.5
4332,2020-07-22,-23.0,-1.0,158.0,-46.0,-60.0,20.0,Lewisham,4842,E09000023,-32.5
4333,2020-07-23,-24.0,0.0,135.0,-49.0,-61.0,20.0,Lewisham,4842,E09000023,-33.5
4334,2020-07-24,-26.0,-3.0,120.0,-42.0,-59.0,19.0,Lewisham,4842,E09000023,-32.5
4335,2020-07-27,-26.0,-6.0,62.0,-51.0,-63.0,20.0,Lewisham,4842,E09000023,-36.5
4336,2020-07-28,-23.0,-2.0,122.0,-47.0,-63.0,20.0,Lewisham,4842,E09000023,-33.75
4337,2020-07-29,-19.0,1.0,154.0,-48.0,-62.0,20.0,Lewisham,4842,E09000023,-32.0
4338,2020-07-30,-14.0,8.0,176.0,-46.0,-62.0,18.0,Lewisham,4842,E09000023,-28.5
4339,2020-07-31,-25.0,0.0,130.0,-42.0,-61.0,16.0,Lewisham,4842,E09000023,-32.0
4340,2020-08-03,-17.0,-5.0,121.0,-49.0,-62.0,18.0,Lewisham,4842,E09000023,-33.25
4341,2020-08-04,-16.0,-4.0,131.0,-48.0,-62.0,19.0,Lewisham,4842,E09000023,-32.5
4342,2020-08-05,-14.0,-4.0,125.0,-48.0,-61.0,19.0,Lewisham,4842,E09000023,-31.75
4343,2020-08-06,-18.0,1.0,149.0,-52.0,-62.0,18.0,Lewisham,4842,E09000023,-32.75
4344,2020-08-07,-24.0,-1.0,120.0,-47.0,-60.0,17.0,Lewisham,4842,E09000023,-33.0
4345,2020-08-10,-17.0,-5.0,117.0,-51.0,-62.0,17.0,Lewisham,4842,E09000023,-33.75
4346,2020-08-11,-18.0,-3.0,113.0,-50.0,-62.0,18.0,Lewisham,4842,E09000023,-33.25
4347,2020-08-12,-16.0,-3.0,103.0,-51.0,-60.0,18.0,Lewisham,4842,E09000023,-32.5
4348,2020-08-13,-24.0,-1.0,84.0,-53.0,-61.0,19.0,Lewisham,4842,E09000023,-34.75
4349,2020-08-14,-25.0,-7.0,52.0,-45.0,-60.0,18.0,Lewisham,4842,E09000023,-34.25
4350,2020-08-17,-16.0,-11.0,,-51.0,-62.0,17.0,Lewisham,4842,E09000023,-35.0
4351,2020-08-18,-13.0,-7.0,,-48.0,-60.0,17.0,Lewisham,4842,E09000023,-32.0
4352,2020-08-19,-21.0,-15.0,,-51.0,-60.0,20.0,Lewisham,4842,E09000023,-36.75
4353,2020-08-20,-15.0,2.0,,-47.0,-60.0,17.0,Lewisham,4842,E09000023,-30.0
4354,2020-08-21,-23.0,-6.0,,-45.0,-59.0,17.0,Lewisham,4842,E09000023,-33.25
4355,2020-08-24,-10.0,-12.0,,-50.0,-60.0,16.0,Lewisham,4842,E09000023,-33.0
4356,2020-08-25,-14.0,-9.0,,-50.0,-61.0,18.0,Lewisham,4842,E09000023,-33.5
4357,2020-08-26,-6.0,-4.0,,-45.0,-57.0,16.0,Lewisham,4842,E09000023,-28.0
4358,2020-08-27,-20.0,-7.0,,-48.0,-60.0,18.0,Lewisham,4842,E09000023,-33.75
4359,2020-08-28,-17.0,-3.0,,-41.0,-59.0,16.0,Lewisham,4842,E09000023,-30.0
4360,2020-08-31,-4.0,-16.0,,-55.0,-75.0,17.0,Lewisham,4842,E09000023,-37.5
4361,2020-09-01,-13.0,-1.0,,-44.0,-59.0,16.0,Lewisham,4842,E09000023,-29.25
4362,2020-09-02,-14.0,-2.0,,-43.0,-56.0,17.0,Lewisham,4842,E09000023,-28.75
4363,2020-09-03,-16.0,0.0,,-44.0,-58.0,17.0,Lewisham,4842,E09000023,-29.5
4364,2020-09-04,-15.0,-1.0,,-37.0,-55.0,15.0,Lewisham,4842,E09000023,-27.0
4365,2020-09-07,-9.0,-3.0,,-40.0,-58.0,15.0,Lewisham,4842,E09000023,-27.5
4366,2020-09-08,-13.0,-1.0,,-38.0,-57.0,15.0,Lewisham,4842,E09000023,-27.25
4367,2020-09-09,-16.0,0.0,,-39.0,-52.0,15.0,Lewisham,4842,E09000023,-26.75
4368,2020-09-10,-10.0,4.0,,-37.0,-55.0,14.0,Lewisham,4842,E09000023,-24.5
4369,2020-09-11,-13.0,2.0,96.0,-32.0,-53.0,14.0,Lewisham,4842,E09000023,-24.0
4370,2020-09-14,-14.0,-3.0,145.0,-38.0,-51.0,14.0,Lewisham,4842,E09000023,-26.5
4371,2020-09-15,-19.0,-2.0,128.0,-37.0,-51.0,15.0,Lewisham,4842,E09000023,-27.25
4372,2020-09-16,-14.0,0.0,114.0,-34.0,-48.0,15.0,Lewisham,4842,E09000023,-24.0
4373,2020-09-17,-10.0,6.0,145.0,-28.0,-51.0,14.0,Lewisham,4842,E09000023,-20.75
4374,2020-09-18,-16.0,1.0,90.0,-33.0,-49.0,14.0,Lewisham,4842,E09000023,-24.25
4375,2020-09-21,-14.0,-1.0,110.0,-37.0,-52.0,14.0,Lewisham,4842,E09000023,-26.0
4376,2020-09-22,-16.0,1.0,111.0,-37.0,-50.0,14.0,Lewisham,4842,E09000023,-25.5
4377,2020-09-23,-21.0,-1.0,35.0,-39.0,-48.0,16.0,Lewisham,4842,E09000023,-27.25
4378,2020-09-24,-20.0,3.0,44.0,-40.0,-51.0,16.0,Lewisham,4842,E09000023,-27.0
4379,2020-09-25,-19.0,2.0,36.0,-35.0,-49.0,16.0,Lewisham,4842,E09000023,-25.25
4380,2020-09-28,-15.0,-2.0,84.0,-38.0,-49.0,15.0,Lewisham,4842,E09000023,-26.0
4381,2020-09-29,-20.0,-1.0,64.0,-39.0,-49.0,16.0,Lewisham,4842,E09000023,-27.25
4382,2020-09-30,-19.0,-1.0,30.0,-38.0,-47.0,16.0,Lewisham,4842,E09000023,-26.25
4383,2020-10-01,-17.0,6.0,65.0,-39.0,-48.0,16.0,Lewisham,4842,E09000023,-24.5
4384,2020-10-02,-30.0,-6.0,-1.0,-34.0,-48.0,17.0,Lewisham,4842,E09000023,-29.5
4385,2020-10-05,-20.0,-5.0,55.0,-37.0,-49.0,16.0,Lewisham,4842,E09000023,-27.75
4386,2020-10-06,-23.0,-2.0,56.0,-38.0,-48.0,16.0,Lewisham,4842,E09000023,-27.75
4387,2020-10-07,-18.0,1.0,65.0,-38.0,-45.0,16.0,Lewisham,4842,E09000023,-25.0
4388,2020-10-08,-21.0,0.0,46.0,-40.0,-48.0,16.0,Lewisham,4842,E09000023,-27.25
4389,2020-10-09,-20.0,-1.0,41.0,-35.0,-47.0,16.0,Lewisham,4842,E09000023,-25.75
4390,2020-10-12,-21.0,-9.0,33.0,-40.0,-49.0,16.0,Lewisham,4842,E09000023,-29.75
4391,2020-10-13,-27.0,-6.0,22.0,-40.0,-49.0,17.0,Lewisham,4842,E09000023,-30.5
4392,2020-10-14,-19.0,0.0,39.0,-39.0,-45.0,17.0,Lewisham,4842,E09000023,-25.75
4393,2020-10-15,-19.0,3.0,42.0,-39.0,-48.0,16.0,Lewisham,4842,E09000023,-25.75
4394,2020-10-16,-18.0,3.0,44.0,-33.0,-45.0,15.0,Lewisham,4842,E09000023,-23.25
4395,2020-10-19,-19.0,-6.0,70.0,-43.0,-50.0,17.0,Lewisham,4842,E09000023,-29.5
4396,2020-10-20,-20.0,-2.0,76.0,-43.0,-49.0,17.0,Lewisham,4842,E09000023,-28.5
4397,2020-10-21,-28.0,-9.0,7.0,-46.0,-48.0,19.0,Lewisham,4842,E09000023,-32.75
4398,2020-10-22,-18.0,3.0,62.0,-44.0,-49.0,17.0,Lewisham,4842,E09000023,-27.0
4399,2020-10-23,-19.0,0.0,45.0,-39.0,-47.0,17.0,Lewisham,4842,E09000023,-26.25
4400,2020-10-26,-16.0,-7.0,72.0,-49.0,-58.0,18.0,Lewisham,4842,E09000023,-32.5
4401,2020-10-27,-24.0,-9.0,16.0,-49.0,-58.0,20.0,Lewisham,4842,E09000023,-35.0
4402,2020-10-28,-18.0,-1.0,41.0,-46.0,-55.0,19.0,Lewisham,4842,E09000023,-30.0
4403,2020-10-29,-23.0,-4.0,12.0,-49.0,-58.0,20.0,Lewisham,4842,E09000023,-33.5
4404,2020-10-30,-18.0,1.0,44.0,-39.0,-55.0,18.0,Lewisham,4842,E09000023,-27.75
4405,2020-11-02,-6.0,0.0,49.0,-36.0,-49.0,16.0,Lewisham,4842,E09000023,-22.75
4406,2020-11-03,-5.0,3.0,39.0,-34.0,-47.0,15.0,Lewisham,4842,E09000023,-20.75
4407,2020-11-04,7.0,8.0,60.0,-32.0,-43.0,14.0,Lewisham,4842,E09000023,-15.0
4408,2020-11-05,-46.0,-1.0,58.0,-51.0,-55.0,22.0,Lewisham,4842,E09000023,-38.25
4409,2020-11-06,-47.0,-1.0,45.0,-50.0,-54.0,24.0,Lewisham,4842,E09000023,-38.0
4410,2020-11-09,-40.0,-9.0,65.0,-47.0,-55.0,21.0,Lewisham,4842,E09000023,-37.75
4411,2020-11-10,-42.0,-1.0,72.0,-49.0,-54.0,22.0,Lewisham,4842,E09000023,-36.5
4412,2020-11-11,-42.0,-2.0,44.0,-49.0,-52.0,22.0,Lewisham,4842,E09000023,-36.25
4413,2020-11-12,-41.0,4.0,74.0,-50.0,-55.0,22.0,Lewisham,4842,E09000023,-35.5
4414,2020-11-13,-43.0,4.0,49.0,-48.0,-53.0,23.0,Lewisham,4842,E09000023,-35.0
4415,2020-11-16,-41.0,-7.0,40.0,-48.0,-54.0,21.0,Lewisham,4842,E09000023,-37.5
4416,2020-11-17,-41.0,-2.0,52.0,-49.0,-54.0,22.0,Lewisham,4842,E09000023,-36.5
4417,2020-11-18,-43.0,-1.0,50.0,-50.0,-52.0,22.0,Lewisham,4842,E09000023,-36.5
4418,2020-11-19,-45.0,-1.0,33.0,-51.0,-55.0,23.0,Lewisham,4842,E09000023,-38.0
4419,2020-11-20,-43.0,3.0,20.0,-47.0,-53.0,23.0,Lewisham,4842,E09000023,-35.0
4420,2020-11-23,-39.0,-8.0,48.0,-50.0,-55.0,21.0,Lewisham,4842,E09000023,-38.0
4421,2020-11-24,-41.0,-2.0,51.0,-48.0,-53.0,21.0,Lewisham,4842,E09000023,-36.0
4422,2020-11-25,-44.0,-2.0,36.0,-50.0,-51.0,22.0,Lewisham,4842,E09000023,-36.75
4423,2020-11-26,-44.0,1.0,51.0,-50.0,-55.0,22.0,Lewisham,4842,E09000023,-37.0
4424,2020-11-27,-42.0,3.0,45.0,-47.0,-53.0,23.0,Lewisham,4842,E09000023,-34.75
4425,2020-11-30,-39.0,-6.0,31.0,-49.0,-52.0,20.0,Lewisham,4842,E09000023,-36.5
4426,2020-12-01,-40.0,1.0,57.0,-47.0,-51.0,20.0,Lewisham,4842,E09000023,-34.25
4427,2020-12-02,-18.0,2.0,31.0,-43.0,-45.0,18.0,Lewisham,4842,E09000023,-26.0
4428,2020-12-03,-26.0,-1.0,-2.0,-43.0,-48.0,19.0,Lewisham,4842,E09000023,-29.5
4429,2020-12-04,-20.0,4.0,10.0,-38.0,-46.0,18.0,Lewisham,4842,E09000023,-25.0
4430,2020-12-07,-19.0,-5.0,15.0,-44.0,-49.0,17.0,Lewisham,4842,E09000023,-29.25
4431,2020-02-17,1.0,2.0,6.0,-8.0,-14.0,3.0,Merton,4034,E09000024,-4.75
4432,2020-02-18,0.0,-3.0,1.0,-11.0,-14.0,3.0,Merton,4034,E09000024,-7.0
4433,2020-02-19,0.0,-3.0,-10.0,-12.0,-15.0,3.0,Merton,4034,E09000024,-7.5
4434,2020-02-20,0.0,-4.0,-22.0,-15.0,-14.0,4.0,Merton,4034,E09000024,-8.25
4435,2020-02-21,-4.0,-3.0,-2.0,-9.0,-15.0,3.0,Merton,4034,E09000024,-7.75
4436,2020-02-24,-9.0,-2.0,-8.0,-7.0,-3.0,1.0,Merton,4034,E09000024,-5.25
4437,2020-02-25,-8.0,1.0,2.0,-4.0,0.0,0.0,Merton,4034,E09000024,-2.75
4438,2020-02-26,-6.0,-2.0,0.0,-5.0,0.0,0.0,Merton,4034,E09000024,-3.25
4439,2020-02-27,-6.0,-1.0,-9.0,-4.0,0.0,1.0,Merton,4034,E09000024,-2.75
4440,2020-02-28,-6.0,-1.0,-14.0,-4.0,2.0,1.0,Merton,4034,E09000024,-2.25
4441,2020-03-02,-5.0,7.0,10.0,-5.0,0.0,1.0,Merton,4034,E09000024,-0.75
4442,2020-03-03,-7.0,6.0,14.0,-3.0,1.0,1.0,Merton,4034,E09000024,-0.75
4443,2020-03-04,-9.0,3.0,-9.0,-9.0,0.0,1.0,Merton,4034,E09000024,-3.75
4444,2020-03-05,-12.0,-1.0,-28.0,-8.0,-1.0,2.0,Merton,4034,E09000024,-5.5
4445,2020-03-06,-5.0,10.0,20.0,-3.0,0.0,0.0,Merton,4034,E09000024,0.5
4446,2020-03-09,-11.0,9.0,10.0,-8.0,-1.0,1.0,Merton,4034,E09000024,-2.75
4447,2020-03-10,-11.0,10.0,6.0,-5.0,-2.0,2.0,Merton,4034,E09000024,-2.0
4448,2020-03-11,-7.0,10.0,15.0,-10.0,-2.0,2.0,Merton,4034,E09000024,-2.25
4449,2020-03-12,-8.0,17.0,1.0,-13.0,-5.0,3.0,Merton,4034,E09000024,-2.25
4450,2020-03-13,-11.0,15.0,11.0,-15.0,-8.0,5.0,Merton,4034,E09000024,-4.75
4451,2020-03-16,-13.0,31.0,53.0,-21.0,-17.0,7.0,Merton,4034,E09000024,-5.0
4452,2020-03-17,-18.0,33.0,29.0,-33.0,-27.0,13.0,Merton,4034,E09000024,-11.25
4453,2020-03-18,-21.0,43.0,19.0,-38.0,-36.0,15.0,Merton,4034,E09000024,-13.0
4454,2020-03-19,-26.0,45.0,-3.0,-43.0,-41.0,17.0,Merton,4034,E09000024,-16.25
4455,2020-03-20,-37.0,17.0,-1.0,-46.0,-41.0,19.0,Merton,4034,E09000024,-26.75
4456,2020-03-23,-56.0,-8.0,18.0,-59.0,-59.0,25.0,Merton,4034,E09000024,-45.5
4457,2020-03-24,-76.0,-21.0,5.0,-71.0,-69.0,31.0,Merton,4034,E09000024,-59.25
4458,2020-03-25,-77.0,-21.0,8.0,-74.0,-73.0,33.0,Merton,4034,E09000024,-61.25
4459,2020-03-26,-79.0,-28.0,3.0,-76.0,-74.0,35.0,Merton,4034,E09000024,-64.25
4460,2020-03-27,-80.0,-27.0,4.0,-75.0,-74.0,35.0,Merton,4034,E09000024,-64.0
4461,2020-03-30,-79.0,-31.0,-20.0,-78.0,-77.0,33.0,Merton,4034,E09000024,-66.25
4462,2020-03-31,-78.0,-28.0,-2.0,-78.0,-77.0,35.0,Merton,4034,E09000024,-65.25
4463,2020-04-01,-78.0,-30.0,-3.0,-79.0,-77.0,35.0,Merton,4034,E09000024,-66.0
4464,2020-04-02,-78.0,-31.0,-7.0,-79.0,-77.0,36.0,Merton,4034,E09000024,-66.25
4465,2020-04-03,-79.0,-28.0,-1.0,-76.0,-76.0,36.0,Merton,4034,E09000024,-64.75
4466,2020-04-06,-77.0,-30.0,-4.0,-77.0,-77.0,33.0,Merton,4034,E09000024,-65.25
4467,2020-04-07,-75.0,-28.0,22.0,-76.0,-77.0,35.0,Merton,4034,E09000024,-64.0
4468,2020-04-08,-75.0,-28.0,1.0,-77.0,-77.0,34.0,Merton,4034,E09000024,-64.25
4469,2020-04-09,-72.0,-18.0,2.0,-77.0,-77.0,35.0,Merton,4034,E09000024,-61.0
4470,2020-04-10,-79.0,-30.0,14.0,-79.0,-85.0,39.0,Merton,4034,E09000024,-68.25
4471,2020-04-13,-79.0,-39.0,3.0,-83.0,-87.0,37.0,Merton,4034,E09000024,-72.0
4472,2020-04-14,-75.0,-26.0,13.0,-76.0,-77.0,34.0,Merton,4034,E09000024,-63.5
4473,2020-04-15,-75.0,-28.0,20.0,-76.0,-76.0,34.0,Merton,4034,E09000024,-63.75
4474,2020-04-16,-75.0,-29.0,4.0,-77.0,-76.0,35.0,Merton,4034,E09000024,-64.25
4475,2020-04-17,-78.0,-31.0,-31.0,-77.0,-75.0,36.0,Merton,4034,E09000024,-65.25
4476,2020-04-20,-75.0,-28.0,20.0,-75.0,-75.0,32.0,Merton,4034,E09000024,-63.25
4477,2020-04-21,-74.0,-29.0,25.0,-76.0,-74.0,33.0,Merton,4034,E09000024,-63.25
4478,2020-04-22,-73.0,-25.0,28.0,-75.0,-74.0,33.0,Merton,4034,E09000024,-61.75
4479,2020-04-23,-72.0,-22.0,28.0,-75.0,-73.0,34.0,Merton,4034,E09000024,-60.5
4480,2020-04-24,-74.0,-24.0,28.0,-72.0,-72.0,33.0,Merton,4034,E09000024,-60.5
4481,2020-04-27,-72.0,-26.0,22.0,-74.0,-73.0,31.0,Merton,4034,E09000024,-61.25
4482,2020-04-28,-77.0,-36.0,-53.0,-78.0,-75.0,35.0,Merton,4034,E09000024,-66.5
4483,2020-04-29,-73.0,-26.0,-16.0,-75.0,-73.0,33.0,Merton,4034,E09000024,-61.75
4484,2020-04-30,-73.0,-27.0,-25.0,-76.0,-73.0,35.0,Merton,4034,E09000024,-62.25
4485,2020-05-01,-73.0,-24.0,3.0,-73.0,-71.0,33.0,Merton,4034,E09000024,-60.25
4486,2020-05-04,-68.0,-23.0,46.0,-72.0,-72.0,30.0,Merton,4034,E09000024,-58.75
4487,2020-05-05,-69.0,-23.0,39.0,-73.0,-72.0,32.0,Merton,4034,E09000024,-59.25
4488,2020-05-06,-68.0,-20.0,59.0,-71.0,-71.0,31.0,Merton,4034,E09000024,-57.5
4489,2020-05-07,-66.0,-14.0,51.0,-71.0,-71.0,31.0,Merton,4034,E09000024,-55.5
4490,2020-05-08,-71.0,-23.0,72.0,-74.0,-81.0,35.0,Merton,4034,E09000024,-62.25
4491,2020-05-11,-68.0,-23.0,6.0,-72.0,-70.0,30.0,Merton,4034,E09000024,-58.25
4492,2020-05-12,-65.0,-20.0,56.0,-70.0,-70.0,31.0,Merton,4034,E09000024,-56.25
4493,2020-05-13,-66.0,-23.0,19.0,-72.0,-69.0,31.0,Merton,4034,E09000024,-57.5
4494,2020-05-14,-64.0,-20.0,47.0,-72.0,-69.0,31.0,Merton,4034,E09000024,-56.25
